seed,width,l2_test_error,mse_test_error,permuted_label_l2_error,control_degrades
20260805,16,0.31186303584910446,0.0972585531290198,0.4522960188932261,True
20260805,64,0.2029214291014058,0.04117710638855685,0.4715031124635022,True
20260805,256,0.08626988876789997,0.007442493708025834,0.4919602059747773,True
