seed,width,l2_test_error,mse_test_error,permuted_label_l2_error,control_degrades
20260802,16,0.3118048771929148,0.09722228144128865,0.463644047801171,True
20260802,64,0.15448500361342923,0.023865616341441246,0.47229535610172213,True
20260802,256,0.10655183024478898,0.011353292528514327,0.4787716270991705,True
