seed,width,l2_test_error,mse_test_error,permuted_label_l2_error,control_degrades
20260803,16,0.3064397531175399,0.09390532229073881,0.46254100788980124,True
20260803,64,0.22256250120769785,0.049534066943826505,0.46609034093176444,True
20260803,256,0.09945497448332566,0.009891291949478957,0.4612317051823195,True
