seed,width,l2_test_error,mse_test_error,permuted_label_l2_error,control_degrades
20260804,16,0.3025659592577148,0.09154615970154112,0.46619012913119146,True
20260804,64,0.2319370132532348,0.05379477811683121,0.4750234024184795,True
20260804,256,0.08857874601714967,0.007846194245970708,0.48005269327264505,True
