seed,width,l2_test_error,mse_test_error,permuted_label_l2_error,control_degrades
20260801,16,0.3029634132808406,0.09178682978677742,0.46667536689104294,True
20260801,64,0.1894377504986312,0.035886661313981646,0.47172526824466426,True
20260801,256,0.08747945270724503,0.007652654645959118,0.4665876537333685,True
